WATERBODY_IDENTIFIER,GAZETTED_NAME,Requested Location (Alias),AREA_HA,PERIMETER_M,ELEVATION_M,LONGITUDE,LATITUDE,DD5,MAP,DD5_01,DD5_02,DD5_03,DD5_04,DD5_05,DD5_06,DD5_07,DD5_08,DD5_09,DD5_10,DD5_11,DD5_12,CountOfSPECIES_NAME,Fishery Objective,Region,assessed_wbid,ID
00570COMX,ANDERSON LAKE,ANDERSON,13.39098974,2289.929,527,-125.1985764,49.73053147,1338,2331,5,8,16,48,134,218,296,300,198,90,18,7,4,Unknown,1,,1
00297GOLD,ANTLER LAKE,ANTLER,20.33083703,3301.801,121,-126.0528075,49.80445052,1870,2757,11,18,39,97,199,289,380,381,274,138,32,11,5,Family,1,,2
00066TAHS,,ARTLISH(ARTLISH),5.48410998,931.6502,357,-126.9676005,50.18200557,1433,4066,13,15,25,57,140,209,290,302,220,119,31,12,1,Unknown,1,,3
00465ALBN,ASH LAKE,ASH,61.00155063,5036.3426,206,-125.0980158,49.41673242,1835,2318,10,16,35,84,190,278,376,382,277,140,34,12,4,Unknown,1,,4
00588COMX,BATTLESHIP LAKE,BATTLESHIP,13.99899083,3712.2159,1165,-125.3098916,49.72397188,869,2992,2,3,6,14,59,126,213,229,149,54,9,3,1,Regional,1,,5
00789COMX,LAKE BEAUTIFUL,BEAUTIFUL,5.96316861,2269.6332,1127,-125.3364776,49.68788298,909,2988,2,3,6,16,64,133,223,238,155,57,8,3,1,Unknown,1,,6
00003BRKS,BEAVER LAKE,BEAVER,18.82851382,1841.4475,83,-127.3142524,50.6007636,1565,2121,19,26,42,77,156,218,291,302,229,138,46,22,5,Unknown,1,,7
00247VICT,BEAVER LAKE,"BEAVER(BEAVER-ELK, ELK-BEAVER)",39.88174359,4546.9458,65,-123.3925272,48.51275792,2014,888,29,41,66,118,210,285,361,362,276,167,67,34,10,Unknown,1,,8
00121CAMB,BEAVERTAIL LAKE,BEAVERTAIL,107.644878,7398.8876,274,-125.5075107,49.98366167,1604,1480,7,11,24,69,171,256,343,347,235,111,23,8,4,Family,1,,9
00023COWN,BLACKJACK LAKE,BLACKJACK,3.88078189,895.1467,287,-124.1636265,49.14934865,1667,1600,9,14,30,73,170,258,349,353,249,122,28,12,6,Unknown,1,,10
00206COWN,BLIND LAKE,BLIND,4.52753791,1053.8763,125,-123.9436389,49.0802482,1892,1179,15,22,44,97,200,285,375,378,272,143,42,18,3,Regional,1,,11
00560SANJ,BLINKHORN LAKE,BLINKHORN,1.10898163,415.523,123,-123.5758796,48.38756837,1897,1138,25,36,59,106,197,268,343,349,267,159,60,29,1,Regional,1,,12
00312COMX,BLUE GROUSE LAKE,BLUE GROUSE,4.25088776,854.71,417,-125.3124338,49.83827359,1484,1645,7,10,22,57,154,237,322,326,217,101,22,8,2,Regional,1,,13
00537SANJ,BONEYARD LAKE,BONEYARD,2.27846539,800.2602,179,-123.7412366,48.43683008,1806,1698,20,29,49,93,187,261,335,342,264,151,51,23,3,Unknown,1,,14
00610PARK,BOOMERANG LAKE,BOOMERANG,10.93114302,2339.4056,362,-124.155058,49.17919511,1587,1564,8,12,25,63,158,246,337,343,243,116,25,10,3,Unknown,1,,15
00044CAMB,BOOT LAKE,BOOT,129.7354094,6489.7227,236,-125.5313276,50.05420907,1649,1576,7,12,26,74,178,263,350,352,239,116,25,8,6,Quality,1,,16
00483PARK,BRANNEN LAKE,BRANNEN,110.6713476,4176.781,76,-124.0552653,49.21478859,1937,1092,16,25,48,102,206,291,379,380,275,149,45,21,8,Urban,1,,17
00252CAMB,CAMP LAKE,CAMP,24.26003512,2642.2135,479,-125.6088043,49.9181296,1483,1855,6,10,22,54,144,230,328,331,231,99,20,7,1,Unknown,1,,18
00646PARK,CATHERS LAKE,CATHERS,3.84161291,1333.552,100,-123.9908869,49.17127125,1915,1153,16,24,46,98,203,288,376,378,274,147,45,20,1,No Objective,1,,19
00418COWN,CHEMAINUS LAKE,CHEMAINUS(WEDDLE),5.01987974,855.7193,83,-123.7527411,48.91407375,1978,1212,18,27,51,107,210,293,382,384,280,156,49,21,2,Family,1,,20
00007PARK,CHICADEE LAKE,CHICADEE(HENDERSON),14.10547452,1849.8721,51,-124.8144164,49.56020933,1889,1286,16,23,46,100,203,292,375,373,260,141,43,18,4,Regional,1,,21
00719COMX,CIRCLET LAKE,CIRCLET,29.86290023,2149.9931,1182,-125.3841866,49.69681934,873,3089,2,3,6,14,59,125,214,233,153,54,8,3,1,Regional,1,,22
00698PARK,,COLLIERY #1(HAREWOOD #1),2.25138366,680.1919,79,-123.9632767,49.14917616,1946,1124,17,26,49,102,206,291,380,381,277,150,46,21,5,Urban,1,,23
00712PARK,,COLLIERY #2(HAREWOOD #2),2.04521258,668.0007,93,-123.9684093,49.14754904,1927,1146,16,25,47,101,204,289,378,379,275,148,45,20,2,Urban,1,,24
00728PARK,,COLLIERY #3(HAREWOOD #3),1.38812939,591.4617,115,-123.9725561,49.14326406,1898,1181,15,23,45,98,201,285,375,376,272,145,43,19,1,Urban,1,,25
00334VICT,COLWOOD LAKE,COLWOOD,2.05686907,889.2526,65,-123.4849632,48.44204909,1987,960,29,41,66,116,209,282,348,354,275,166,67,34,7,Urban,1,,26
00386COWN,CORONATION LAKE,CORONATION,1.63607936,494.144,523,-123.9268034,48.96913375,1422,1837,7,9,19,48,132,219,312,322,225,102,22,7,2,Unknown,1,,27
00631PARK,COTTLE LAKE,COTTLE(CHAIN),2.90122673,729.4406,369,-124.1566148,49.17497184,1579,1587,8,12,25,63,156,245,336,342,242,115,25,10,3,Unknown,1,,28
00508SANJ,CRABAPPLE LAKE,CRABAPPLE,5.84369262,1819.6754,427,-123.6547482,48.46227876,1568,1644,11,17,29,66,153,230,319,331,243,125,32,13,2,Unknown,1,,29
00350CAMB,CREST LAKE,CREST,11.63612867,1646.7972,327,-125.9095096,49.8421711,1622,2373,6,10,23,67,166,257,353,354,254,108,19,6,3,Unknown,1,,30
00699COMX,CROTEAU LAKE,CROTEAU(SUMMIT),3.90087928,936.4813,1221,-125.3209055,49.70303539,846,3040,2,3,6,13,56,120,209,226,148,53,8,3,1,Unknown,1,,31
00029VICT,CUSHEON LAKE,CUSHEON,28.19258034,3904.1761,99,-123.4683435,48.81581692,1950,959,20,32,55,110,207,285,363,368,273,159,53,25,5,Regional,1,,32
00113BRKS,D LAKE,D,3.6574729,1043.2709,54,-127.4451283,50.51596445,1632,2365,21,28,44,81,161,227,300,316,236,146,49,24,3,Unknown,1,,33
00368CAMB,DARKIS LAKE,DARKIS,8.83742464,1420.8065,224,-125.6328379,49.83319266,1676,1622,8,13,30,76,177,266,354,356,244,118,25,9,2,Regional,1,,34
00525PARK,DIVER LAKE,DIVER,12.34748824,1572.842,107,-124.0135744,49.20345336,1891,1107,16,24,45,97,200,285,373,374,270,144,43,19,8,Urban,1,,35
00593COWN,DOUGAN LAKE,DOUGAN(ROGERS),9.95060534,1468.7651,45,-123.6135071,48.71480794,2027,1164,21,33,59,115,214,295,379,382,282,163,56,26,6,Family,1,,36
00822COMX,DOUGLAS LAKE,DOUGLAS,7.83451802,1658.0227,935,-125.268118,49.68437283,1027,2887,3,4,9,23,82,158,246,257,166,65,11,4,1,Unknown,1,,37
00352CAMB,DRUM LAKES,DRUM LAKES(LOWER DRUM),34.28721727,3843.2448,313,-125.8820899,49.84119968,1631,2353,6,10,23,68,167,259,354,355,254,109,20,7,4,Unknown,1,,38
00195VICT,DURRANCE LAKE,DURRANCE,7.63460304,1411.7457,134,-123.4770411,48.54742096,1947,1007,23,34,57,107,203,280,361,363,273,159,57,27,5,Family,1,,39
00126CAMB,ECHO LAKE,ECHO,22.48810177,2653.8001,220,-125.4116548,49.98596262,1651,1505,8,12,26,75,178,263,349,352,237,116,26,9,5,Family,1,,40
00214VICT,ELK LAKE,ELK(ELK-BEAVER),181.6357508,6713.2013,65,-123.3983252,48.52932071,2015,903,29,41,66,117,211,285,361,361,276,167,67,33,12,Urban,1,,41
00118COWN,NANAIMO LAKES,FIRST NANAIMO(FIRST NANAIMO LAKE),208.4150788,9022.7664,194,-124.1672331,49.09683882,1807,1487,12,19,39,86,189,276,366,370,263,136,36,15,11,Unknown,1,,42
00048SANJ,FLORA LAKE,FLORA,14.98334362,1840.2079,198,-124.7227038,48.86263732,1795,3898,15,21,41,89,185,261,347,351,269,152,45,19,3,Regional,1,,43
00324VICT,FLORENCE LAKE,FLORENCE,8.36030006,1465.0687,82,-123.5124055,48.4585973,1983,1025,28,40,64,114,208,281,353,359,275,165,64,32,5,No Objective,1,,44
00647NIMP,FROST LAKE,FROST,7.18918902,1201.5574,185,-126.5378812,50.1590272,1656,2393,11,16,33,75,174,249,337,343,252,127,29,10,3,Regional,1,,46
00420COWN,FULLER LAKE,FULLER,23.89275356,2227.9779,55,-123.7204018,48.90809312,2013,1123,19,30,55,111,214,296,383,386,283,160,52,23,4,Urban,1,,47
00047VICT,,GARDOM POND,0.85026388,394.8248,95,-123.2500645,48.775449,1979,789,25,38,62,113,207,282,357,365,274,167,60,29,1,Unknown,1,,48
00993CLAY,,GHOST,1.5916638,621.17,700,-125.3911829,49.2984763,1278,4485,4,6,14,33,108,187,287,303,222,89,19,6,1,Unknown,1,,49
00336VICT,GLEN LAKE,GLEN,16.55364949,1977.4026,66,-123.5224467,48.43742642,1987,1026,29,41,65,116,208,282,351,356,274,166,66,33,5,Urban,1,,50
00188CAMB,GOOSENECK LAKE,GOOSENECK,77.57697165,5249.0263,298,-125.5203011,49.95038342,1595,1482,6,10,23,68,168,254,342,347,235,111,22,8,1,Unknown,1,,51
00040CAMB,GOSLING LAKE,GOSLING,69.45658891,6002.3035,230,-125.5029492,50.05808297,1660,1575,7,12,26,76,179,264,350,353,241,117,26,9,3,Unknown,1,,52
01278ALBN,GRACIE LAKE,GRACIE,39.37900421,3677.1561,391,-125.0883148,49.21590222,1598,4171,7,10,21,58,158,241,341,352,255,119,27,9,2,Regional,1,,53
00530SANJ,GRASS LAKE,GRASS(GRASSIE),8.74289062,3272.5019,408,-123.6773886,48.44467559,1560,1602,12,17,30,66,152,228,315,327,241,126,32,14,1,Regional,1,,54
00039CAMB,GRAY LAKE,GRAY,54.96464282,5549.6946,183,-125.5958743,50.05730799,1699,1566,8,13,30,80,184,269,355,357,246,120,28,10,5,Regional,1,,55
00458PARK,GREEN LAKE,GREEN,11.40729352,1291.2529,93,-124.0608143,49.23071181,1915,1073,16,24,46,99,204,289,376,377,273,146,44,20,6,Urban,1,,56
00728COMX,HAIRTRIGGER LAKE,HAIRTRIGGER,1.71961651,765.4766,1266,-125.3442368,49.69804559,820,3058,2,3,5,12,53,114,204,222,145,51,8,3,1,Unknown,1,,57
00385COWN,,HASLAM,3.57771037,701.0322,890,-124.0705694,48.97096839,1102,2358,4,4,8,24,80,163,258,279,189,75,12,4,2,Regional,1,,58
01694ALBN,HAWTHORN LAKE,HAWTHORN(DOT),10.05522091,1168.5506,345,-124.7665198,49.05421008,1671,4106,9,13,28,71,168,249,344,355,263,131,28,11,2,Regional,1,,59
00387COWN,HEART LAKE,HEART,4.36309959,990.4991,363,-123.8326343,48.96901921,1600,1525,8,12,26,65,161,247,339,345,243,117,27,10,2,Unknown,1,00387COWN,60
00624COMX,LAKE HELEN MACKENZIE,HELEN MACKENZIE(GOOSE),66.68403846,4877.8898,1133,-125.3286051,49.71850574,887,3030,2,3,6,15,62,130,217,233,150,55,9,3,1,Regional,1,,61
00302COMX,HELL DIVER LAKE,HELLDIVER,7.37536799,1351.4607,133,-125.2622638,49.84504608,1736,1569,10,16,34,86,190,275,357,360,239,123,32,13,4,Regional,1,,62
00111COWN,HOLDEN LAKE,HOLDEN,34.54820405,5189.1271,8,-123.8291795,49.10326022,2050,1030,22,31,56,113,217,300,388,392,287,162,56,26,7,Urban,1,,63
00402COWN,HOLLAND LAKE,HOLLAND(COMPANY DAM),12.30295736,1478.7869,657,-123.8637888,48.94731934,1287,2062,6,7,13,37,111,198,289,301,211,91,17,6,1,Unknown,1,,64
00430COWN,HOLYOAK LAKE,HOLYOAK,17.03790226,1940.8296,1055,-123.8358696,48.90115025,961,2648,3,3,6,18,63,136,231,254,170,64,10,3,1,Unknown,1,,65
00500NIMP,HOOMAK LAKE,HOOMAK,99.52489809,5960.0685,239,-126.5260585,50.20693802,1595,2326,11,15,30,70,165,238,328,335,243,123,28,10,5,Regional,1,,66
00244PARK,HORNE LAKE,HORNE,812.2153177,24451.7108,119,-124.678716,49.33281699,1802,1626,13,19,39,89,191,281,362,362,255,136,37,16,7,Unknown,1,,67
00141HOLB,,JOE,8.20267852,1392.5574,83,-127.4795417,50.62320476,1587,2383,19,26,42,77,157,224,295,304,233,141,46,22,1,Regional,1,,69
00815COMX,JOHNSTON LAKE,JOHNSTON,15.19350388,2670.5314,1113,-125.3048213,49.6846344,908,2955,3,3,7,16,65,133,222,237,153,57,9,3,1,Unknown,1,,70
00136ALBN,JUNIOR LAKE,JUNIOR,5.19312759,1537.4301,474,-125.2774859,49.4675481,1510,2917,5,8,17,60,153,234,330,335,234,108,20,6,4,Unknown,1,,71
00566SANJ,KEMP LAKE,KEMP,25.28313761,2470.9692,32,-123.7792588,48.37999965,1880,1358,30,41,66,107,200,263,314,323,267,165,70,35,9,Family,1,,72
00040SANJ,KISSINGER LAKE,KISSINGER,13.0283605,1690.3056,192,-124.4803304,48.91863105,1825,2824,15,22,42,91,189,267,353,359,271,153,45,19,3,Family,1,,73
00600NIMP,KLAKLAKAMA LAKES,KLAKLAKAMA BIG(BIG KLAKLAKAMA),254.8024478,11353.8397,302,-126.4541099,50.17333388,1520,2248,9,12,26,62,153,230,319,328,234,115,24,8,5,Unknown,1,,74
00682NIMP,KLAKLAKAMA LAKES,KLAKLAKAMA LITTLE(LITTLE KLAKLAKAMA),98.24792549,5549.9576,305,-126.4419175,50.13012682,1523,2418,8,12,25,62,153,230,321,330,235,114,24,9,5,Unknown,1,,75
00731COMX,KWAI LAKE,KWAI,2.28283454,718.332,1195,-125.3376436,49.69736615,864,3040,2,3,6,14,58,123,213,230,150,54,8,3,1,Regional,1,,76
00662COMX,LADY LAKE,LADY(ISABEL),14.66067773,2036.2247,1171,-125.3135914,49.71011126,868,3022,2,3,6,14,59,126,213,230,149,54,8,3,1,Regional,1,,77
00330VICT,LANGFORD LAKE,LANGFORD,59.21932787,4747.8698,66,-123.5302195,48.44809288,1992,1046,28,41,66,116,209,282,354,358,275,166,66,32,6,Urban,1,,78
01249CLAY,LARRY LAKE,LARRY,8.02404421,1868.2149,100,-125.4382734,49.11846561,1729,3764,17,24,47,87,172,240,319,330,265,158,49,21,2,Unknown,1,,79
00324COMX,LITTLE LOST LAKE,LITTLE LOST,5.31188623,1288.805,252,-125.2676428,49.8333521,1615,1649,8,12,26,73,175,260,343,347,227,110,25,10,3,Regional,1,,80
00214SANJ,LIZARD LAKE,LIZARD,7.93394598,1210.5295,65,-124.2232838,48.606286,1759,3000,20,28,50,93,182,253,315,325,257,156,56,23,2,Family,1,,81
00597COWN,LOIS LAKE,LOIS,16.90564901,2541.2523,670,-123.7870025,48.70677871,1353,2267,6,8,17,45,121,207,295,306,220,102,20,8,4,Quality,1,,82
00495PARK,LONG LAKE,LONG,35.80899696,3891.5709,111,-124.0172694,49.211006,1887,1105,16,23,45,97,200,284,373,373,270,143,43,19,7,Urban,1,,83
00345VICT,,LOOKOUT,0.78356268,375.0671,175,-123.513437,48.41830967,1873,1017,22,32,54,101,196,269,346,352,267,153,55,26,3,Urban,1,,84
01226ALBN,LOON LAKE,LOON,6.43872146,1099.2824,365,-124.6998198,49.25337921,1619,2287,8,11,23,67,163,249,341,349,253,122,23,9,4,Family,1,,85
00354COMX,LOST LAKE,LOST,4.64491884,1164.0145,229,-125.2559235,49.82217788,1643,1668,8,14,30,76,178,264,346,348,230,113,26,10,4,Unknown,1,,86
00613ALBN,LOWRY LAKE,LOWRY(TUCK),44.81604281,4279.3768,129,-125.1352578,49.39000487,1889,2428,11,18,39,89,197,285,384,388,282,145,37,14,9,Unknown,1,,87
00740PARK,LUCID LAKE,LUCID,2.54573333,863.9212,613,-124.0658965,49.13752116,1331,2334,6,8,14,41,119,206,294,306,217,94,18,7,2,Unknown,1,,88
00425SANJ,MACDONALD LAKE,MACDONALD,2.93633278,933.0359,227,-123.7238563,48.50635862,1803,1672,18,25,45,89,185,264,347,353,265,147,46,20,2,Unknown,1,,89
00052VICT,PENDER LAKE,MAGIC(MAGIC),14.99616282,2676.3249,71,-123.2877076,48.76356021,1999,798,25,39,63,116,209,284,360,367,278,168,61,30,1,Unknown,1,,90
00234GOLD,MALASPINA LAKE,MALASPINA,9.03759692,1378.3025,246,-126.5638307,49.85738067,1624,4261,14,18,31,68,159,241,332,336,247,130,35,13,1,Regional,1,,91
01019COMX,MAPLE LAKE,MAPLE,19.89517304,2528.4335,136,-125.0169937,49.63682916,1809,1602,12,19,40,91,195,282,365,366,256,133,36,14,3,Urban,1,,92
00743COMX,MARIWOOD LAKE,MARIWOOD,8.03686198,2642.7802,1159,-125.3361615,49.69362944,887,3022,2,3,6,15,61,128,218,234,152,55,8,3,1,Unknown,1,,93
00865SALM,MARTHA LAKE,MARTHA,11.23430193,1910.595,323,-125.6279102,50.0308437,1573,1576,6,9,22,66,165,249,340,343,235,109,21,7,3,Quality,1,,94
00576SALM,MARY LAKE,MARY,14.7105329,1522.556,174,-125.4216098,50.1120697,1718,1623,9,14,30,83,187,271,356,359,246,122,29,11,2,Unknown,1,,95
00577SANJ,MATHESON LAKE,MATHESON,22.04700814,3409.3518,21,-123.6002364,48.36366573,1984,1114,32,45,72,117,207,277,338,344,272,170,72,37,9,Urban,1,,96
00523COWN,MAYO LAKE,MAYO,3.51066506,981.0894,175,-123.9548781,48.80233192,1908,1781,14,21,42,95,200,288,380,386,279,146,40,16,4,Family,1,,97
00070SANJ,MCCLURE LAKE,MCCLURE,36.25194954,4506.3761,337,-124.5104623,48.74602214,1591,3902,12,16,30,70,158,236,319,329,242,130,35,15,5,Quality,1,,98
00078SALM,MCCREIGHT LAKE,MCCREIGHT(BEAR),274.8669697,13438.1099,59,-125.642684,50.30176844,1765,1911,11,17,39,95,197,276,354,350,253,129,33,12,9,Unknown,1,,99
00280COWN,MCKAY LAKE,MCKAY,2.47513998,737.9783,169,-123.9675874,49.05639127,1827,1263,13,19,38,89,193,278,368,372,266,138,37,15,3,Regional,1,,100
00802COMX,MCKENZIE LAKE,MCKENZIE,12.10603688,2583.9382,933,-125.2628596,49.68472954,1019,2887,3,4,9,23,81,157,244,255,164,64,11,4,2,Unknown,1,,101
00439ALBN,MCLAUGHLIN LAKE,MCLAUGHLIN,36.8957199,3937.2813,220,-125.1197852,49.42524719,1813,2389,10,16,34,82,188,275,372,379,274,137,33,12,5,Unknown,1,,102
00043CAMB,MERRILL LAKE,MERRILL,73.50235321,4050.2266,257,-125.5622644,50.06146476,1627,1593,7,11,25,72,174,259,346,349,238,114,24,8,7,No Objective,1,,103
00309COWN,MICHAEL LAKE,MICHAEL,40.00447662,3081.2363,25,-123.8101189,49.04032786,2044,1059,20,30,56,113,217,300,389,392,287,161,54,24,6,No Objective,1,,104
00803COMX,MOAT LAKE,MOAT,96.88685311,6318.387,1175,-125.3835945,49.67923069,885,3112,2,3,6,14,60,127,218,236,155,55,8,3,1,Regional,1,,105
00517SALM,MORTON LAKE,MORTON,21.08969032,2305.3221,208,-125.4776437,50.12448324,1680,1641,8,12,27,79,183,267,353,356,243,118,26,9,3,Unknown,1,,106
00448NIMP,MUKWILLA LAKE,MUKWILLA,41.1913152,3513.2731,201,-126.8878727,50.23263738,1622,3354,14,18,34,74,169,235,320,332,244,133,36,14,5,Unknown,1,,107
01254COMX,NIMNIM LAKE,NIMNIM(LONG),44.25852852,5204.9413,469,-125.152123,49.4946153,1533,2527,6,9,18,59,154,240,334,341,239,109,19,6,2,Regional,1,,108
00615PARK,OKAY LAKE,OKAY,4.33326734,827.3416,447,-124.2012106,49.17952779,1490,1790,7,10,21,54,143,232,323,331,231,108,22,8,2,Regional,1,,109
01408ALBN,,OTTO,0.76314111,393.1997,1077,-124.5886025,49.16198474,939,3548,3,4,7,18,58,129,225,249,171,61,11,4,1,Unknown,1,,110
00799COMX,PANTHER LAKE,PANTHER,12.51332394,2098.8403,1081,-125.3161395,49.68509739,935,2946,3,3,7,17,68,138,227,243,157,58,9,3,1,Unknown,1,,111
00669PARK,PEAK LAKE,PEAK,4.98173756,1051.5961,1059,-124.5738373,49.15814247,954,3389,3,4,7,19,60,132,228,251,173,63,11,4,2,Unknown,1,,112
00523SANJ,PEDEN LAKE,PEDEN,3.40844226,1204.1136,315,-123.7016859,48.45364128,1659,1644,15,21,37,77,166,241,324,335,251,136,39,17,1,Regional,1,,113
00198GOLD,PERRY LAKE,PERRY,18.17853472,3537.4241,246,-126.5826288,49.88525085,1621,4437,14,18,31,69,159,239,332,335,247,130,35,13,1,Unknown,1,,114
00556SANJ,POIRIER LAKE,POIRIER,2.55748726,722.8326,72,-123.7675552,48.39380262,1864,1441,27,38,62,104,197,266,319,328,266,161,64,31,4,Family,1,,115
00313VICT,PRIOR LAKE,PRIOR,1.09341684,397.3227,40,-123.4670053,48.47642001,2023,929,30,43,68,119,212,286,355,359,276,169,70,35,6,Urban,1,,116
00240VICT,PROSPECT LAKE,PROSPECT,67.81988224,4790.7127,48,-123.4418286,48.51319682,2023,939,30,43,67,119,211,286,361,359,277,168,69,34,9,Urban,1,,117
00518COWN,QUAMICHAN LAKE,QUAMICHAN,287.5620216,8630.3958,25,-123.6621682,48.79944163,2056,1154,22,34,61,117,217,300,384,386,285,166,58,26,8,Unknown,1,,118
00639NEVI,,QUATSE UNNAMED,5.76410047,1289.6768,97,-127.5190672,50.7006538,1566,2495,19,26,42,77,154,220,291,300,229,139,46,22,1,Unknown,1,,119
00204COWN,QUENNELL LAKE,QUENNELL(FISH HOOK LAKE),11.53584668,2584.4963,34,-123.8203588,49.07074852,2019,1043,20,29,55,110,214,296,385,389,284,158,54,24,5,Regional,1,,120
00365COWN,,RADU,2.69204059,764.1285,913,-124.3949847,49.00560349,1087,3003,4,5,9,24,76,156,255,275,188,76,14,5,1,Unknown,1,,121
00457SANJ,RANGER LAKE,RANGER,3.88930356,1588.8895,747,-123.8471033,48.49080932,1220,2831,6,8,15,37,102,178,266,280,205,95,20,8,2,Unknown,1,,122
00357COMX,REGAN LAKE,REGAN,18.61083486,3417.0271,529,-125.3140135,49.81888498,1365,1861,6,8,17,47,136,221,301,306,206,93,19,7,2,Regional,1,,123
00107CAMB,REGINALD LAKE,REGINALD,32.2928463,3849.0519,353,-125.5343772,49.99465518,1543,1483,6,10,23,63,160,245,334,339,230,105,21,7,2,Quality,1,,124
00390COWN,RHEINHART LAKE,RHEINHART,8.80600799,1868.2413,674,-124.0880598,48.96312236,1280,2318,5,7,13,36,108,196,287,302,212,91,18,6,2,Quality,1,,125
00581PARK,RHODODENDRON LAKE,RHODODENDRON,4.3522465,885.6904,468,-124.2907813,49.18942976,1477,1704,7,10,20,53,140,231,323,328,230,104,22,9,3,Quality,1,,126
00182NIMP,ROSELLE LAKE,ROSELLE,16.2417858,2538.0469,101,-126.9891914,50.52016237,1602,1994,19,24,42,84,165,217,295,315,233,143,45,20,5,Unknown,1,,127
00531PARK,ROUND LAKE,ROUND,4.52514556,859.3196,310,-124.1500559,49.20140204,1645,1502,9,13,27,69,167,255,345,350,249,120,27,11,3,Unknown,1,,128
00441PARK,ROWBOTHAM LAKE,ROWBOTHAM,21.31216971,2804.7083,970,-124.4998092,49.23107312,1033,2548,3,4,7,22,72,150,247,264,181,68,11,4,2,Unknown,1,,129
00074BRKS,SARA LAKE,SARA,46.63059134,3339.8874,80,-127.410367,50.53369495,1611,2318,20,26,43,79,159,224,299,315,235,142,47,23,4,Unknown,1,,130
00091VICT,SHAWNIGAN LAKE,SHAWNIGAN,527.0391326,27981.0202,118,-123.6376814,48.63001326,1949,1325,19,29,54,105,204,286,371,375,276,156,51,23,19,Family,1,,131
00528SANJ,SHEILDS LAKE,SHEILDS,14.28132739,3205.3525,425,-123.6632088,48.44826159,1552,1610,11,17,29,65,152,228,314,327,239,124,32,13,1,Regional,1,,132
00752PARK,SHELTON LAKE,SHELTON(ECHO),37.73297809,3190.9711,548,-124.3211462,49.12274734,1398,1988,6,8,17,46,126,218,305,320,224,100,19,7,1,Unknown,1,,133
00519COWN,SOMENOS LAKE,SOMENOS,97.21252422,4422.4609,5,-123.7036218,48.80164172,2093,1179,23,34,62,120,223,304,390,392,290,169,60,26,11,Urban,1,,134
00153VICT,SPECTACLE LAKE,SPECTACLE,3.49496986,1182.5996,377,-123.5698705,48.57818427,1711,1405,13,19,34,76,172,254,348,355,258,133,36,14,4,Family,1,,135
00249PARK,SPIDER LAKE,SPIDER,57.9932091,8940.8218,133,-124.6277094,49.34733938,1787,1430,13,20,40,87,189,279,359,360,254,134,37,16,5,Family,1,,136
00008VICT,ST. MARY LAKE,ST. MARY,180.4033867,7679.9661,42,-123.5422705,48.89030448,2022,1001,22,33,60,115,215,295,375,379,280,165,57,27,8,Family,1,,137
00469GOLD,STAR LAKE,STAR,6.72897265,1610.2626,358,-126.036272,49.74370229,1620,2762,8,11,24,67,162,252,350,350,253,111,23,8,1,Family,1,,138
00090SALM,LOWER STELLA LAKE,STELLA LOWER,37.06149095,3705.1845,130,-125.5441636,50.31077101,1733,1945,10,15,34,89,192,272,353,354,251,124,30,10,3,Unknown,1,,139
00097SALM,STELLA LAKE,STELLA,421.8614422,23567.4846,130,-125.5125927,50.28840985,1743,2007,10,15,33,89,194,274,356,357,253,124,30,10,3,Unknown,1,,140
00043VICT,LAKE STOWELL,STOWELL,4.71957514,878.9049,77,-123.4434878,48.78154357,1967,944,22,34,58,112,208,286,363,368,275,162,55,26,3,Quality,1,,141
00072TSIT,SUA LAKE,SUA(BUSHY TAIL),9.61152562,1780.0725,194,-126.9557493,50.500403,1529,2084,14,18,35,74,161,215,300,303,229,129,36,15,2,Unknown,1,,142
01232ALBN,SUMMIT LAKE,SUMMIT,1.35168036,704.4168,386,-124.6825592,49.24961226,1594,2275,8,10,23,65,160,246,338,345,249,119,22,9,2,Regional,1,,143
00608COWN,TADJISS LAKE,TADJISS,5.30410295,1395.4067,509,-123.8626532,48.69326893,1503,2276,8,10,20,56,142,231,323,332,234,113,24,9,4,Quality,1,,144
00315VICT,THETIS LAKE,THETIS(LOWER THETIS),14.87802061,3979.2796,59,-123.4809902,48.47088698,2006,954,29,42,66,117,210,284,355,359,276,167,68,33,10,Urban,1,,145
00223ALBN,TOY LAKE,TOY,10.45228906,2027.7422,484,-125.2832652,49.45525014,1495,2940,5,8,17,59,148,232,328,334,233,105,19,6,3,Unknown,1,,146
00495SANJ,TUGWELL LAKE,TUGWELL,5.73850877,1098.4745,527,-123.8115708,48.4731381,1420,2507,10,13,21,52,132,210,295,306,230,115,27,10,2,Unknown,1,,147
00410ALBN,TURNBULL LAKE,TURNBULL,17.02983236,3774.5213,268,-125.1048323,49.42884871,1777,2362,9,15,32,78,183,270,367,374,272,134,32,11,1,Unknown,1,,148
00898ALBN,TURTLE LAKE,TURTLE,15.18622449,2196.1611,82,-124.9608928,49.32734371,1958,2185,12,19,42,98,207,295,391,396,289,153,40,15,9,Regional,1,,149
00038VICT,LAKE WESTON,WESTON,18.01374174,2091.4332,67,-123.4248051,48.78404686,1980,928,22,35,59,114,209,286,363,368,275,164,57,27,4,Quality,1,,150
00668PARK,WESTWOOD LAKE,WESTWOOD,65.18899869,5510.8957,164,-124.0016951,49.16155653,1834,1246,14,21,40,90,194,278,367,370,266,139,39,17,5,Urban,1,,151
